,l1_r2,l1_r3,l2_r1,l2_r3
0,5.008997956886018,13.153112862740839,6.846887137259161,3.182161196094604
1,0.093902353399129,15.69159369756996,4.30840630243004,1.499960808808256
2,6.83206510983837,14.057868131158873,5.942131868841127,4.274718495808692
3,2.4528320201704776,15.097263289181704,4.902736710818296,0.5957941683415358
4,5.500505213237634,13.247716532635772,6.752283467364228,2.0614006347551643
5,6.492671933153009,13.331929365954386,6.668070634045614,4.70111905973115
6,9.527019308139074,16.508124571165425,3.4918754288345752,3.7450555521593953
7,1.9054999588850008,16.871713909555293,3.128286090444707,2.176422999450373
8,9.851961530782201,15.222357146002363,4.777642853997637,3.169438435997416
9,0.22375061336839086,13.472030206096873,6.527969793903127,2.525278712414136
10,6.2955565400743385,14.375835383954357,5.624164616045643,0.3325610084734698
11,8.007922070776889,5.0496222031440805,14.95037779685592,7.095722664038732
12,9.021757263673553,8.805607636811224,11.194392363188776,13.980503294131644
13,5.481958996266172,2.792696506247727,17.207303493752274,10.255952425900682
14,0.3833003901106691,6.974849308843227,13.025150691156773,0.13029921655483723
15,4.43262571381263,1.4855321949978437,18.514467805002155,12.46889623928429
16,4.155628720204076,8.41146729709243,11.58853270290757,1.64954077888938
17,8.178253304532037,3.7526646420752163,16.247335357924783,3.5605724009898045
18,2.727598767517186,1.3866156886747696,18.61338431132523,10.571807590101058
19,1.131955268997149,3.530451048934513,16.469548951065487,4.938554581711155
20,4.96186480167395,4.997866262508182,15.002133737491818,4.539528853669756
21,5.776114662130098,10.009271916875836,9.990728083124164,4.299576703978921
22,4.849867635313578,8.895257177349922,11.104742822650078,3.6325916667711864
23,0.26361667493037366,10.28100064128533,9.71899935871467,6.492201496752789
24,5.779432802618725,8.608487693105657,11.391512306894343,9.097059675803692
25,9.471628372661655,10.60419331063793,9.39580668936207,4.365737392343005
26,5.016590018907003,9.470526461020158,10.529473538979842,9.056097431545343
27,1.8440249009607446,8.803466588867849,11.196533411132151,6.133999759218309
28,2.2105718494952784,10.115233457456757,9.884766542543243,0.9356695197323639
29,7.945207797248313,11.169114723271,8.830885276729,1.9380917039225554
